sfdr fdr k th h2 pnc pc nc i j maf_l maf_u
0.709668874172185 0.712526766595289 all 0.4 0.2 0.5 0.2 5000 1 4 0.01 0.05
0.729178007621121 0.731117824773414 all 0.6 0.2 0.5 0.2 5000 1 4 0.01 0.05
0.740669062759193 0.742952832821658 all 0.8 0.2 0.5 0.2 5000 1 4 0.01 0.05
0.752892870474058 0.758827948910594 all 0.9 0.2 0.5 0.2 5000 1 4 0.01 0.05
0.639478764478765 0.638963578587142 all 0 0.2 0.5 0.2 5000 1 6 0.01 0.05
0.668348045397226 0.667858967807869 all 0.2 0.2 0.5 0.2 5000 1 6 0.01 0.05
0.697735650342285 0.6974386339381 all 0.4 0.2 0.5 0.2 5000 1 6 0.01 0.05
0.723845943731221 0.723098201936376 all 0.6 0.2 0.5 0.2 5000 1 6 0.01 0.05
0.736520289049472 0.735923423423423 all 0.8 0.2 0.5 0.2 5000 1 6 0.01 0.05
0.754716981132076 0.75478194338179 all 0.9 0.2 0.5 0.2 5000 1 6 0.01 0.05
0.821601043392435 0.821589946342841 all 0 0.2 0.5 0.2 5000 1 3 0.01 0.05
0.866082045184304 0.866234926306387 all 0.2 0.2 0.5 0.2 5000 1 3 0.01 0.05
0.887315364702299 0.887439945092656 all 0.4 0.2 0.5 0.2 5000 1 3 0.01 0.05
0.901977477651794 0.902058059765125 all 0.6 0.2 0.5 0.2 5000 1 3 0.01 0.05
0.907773796541517 0.907863941332501 all 0.8 0.2 0.5 0.2 5000 1 3 0.01 0.05
0.927449802642869 0.92760161553665 all 0.9 0.2 0.5 0.2 5000 1 3 0.01 0.05
0.684354205766934 0.685077186963979 all 0 0.2 0.5 0.2 5000 1 1 0.01 0.05
0.724792193711601 0.726313875250045 all 0.2 0.2 0.5 0.2 5000 1 1 0.01 0.05
0.750701852891634 0.752590917655926 all 0.4 0.2 0.5 0.2 5000 1 1 0.01 0.05
0.776873910517141 0.778709300058491 all 0.6 0.2 0.5 0.2 5000 1 1 0.01 0.05
0.786779129070224 0.78886035947067 all 0.8 0.2 0.5 0.2 5000 1 1 0.01 0.05
0.81226626776365 0.815723585378067 all 0.9 0.2 0.5 0.2 5000 1 1 0.01 0.05
0.763088205337136 0.763320815995128 all 0 0.2 0.5 0.2 5000 1 9 0.01 0.05
0.799146666666667 0.799341056435328 all 0.2 0.2 0.5 0.2 5000 1 9 0.01 0.05
0.820142309797482 0.820263932817101 all 0.4 0.2 0.5 0.2 5000 1 9 0.01 0.05
0.837750195683775 0.838087809226655 all 0.6 0.2 0.5 0.2 5000 1 9 0.01 0.05
0.846840736972985 0.847150259067358 all 0.8 0.2 0.5 0.2 5000 1 9 0.01 0.05
0.876001067805659 0.876612152639277 all 0.9 0.2 0.5 0.2 5000 1 9 0.01 0.05
0.819422672529153 0.819405667954259 all 0 0.2 0.5 0.2 5000 1 2 0.01 0.05
0.863462390717538 0.863423873619731 all 0.2 0.2 0.5 0.2 5000 1 2 0.01 0.05
0.885290594407039 0.885257416742418 all 0.4 0.2 0.5 0.2 5000 1 2 0.01 0.05
0.900769133778842 0.900739931051879 all 0.6 0.2 0.5 0.2 5000 1 2 0.01 0.05
0.908713165147339 0.908686063279328 all 0.8 0.2 0.5 0.2 5000 1 2 0.01 0.05
0.930524449421426 0.930501750291715 all 0.9 0.2 0.5 0.2 5000 1 2 0.01 0.05
0.6133365901319 0.61378126532614 all 0 0.2 0.5 0.2 5000 1 5 0.01 0.05
0.642199488491049 0.643279362631714 all 0.2 0.2 0.5 0.2 5000 1 5 0.01 0.05
0.670673076923077 0.672126745435016 all 0.4 0.2 0.5 0.2 5000 1 5 0.01 0.05
0.701396648044693 0.703089887640449 all 0.6 0.2 0.5 0.2 5000 1 5 0.01 0.05
0.713352272727273 0.715551743853631 all 0.8 0.2 0.5 0.2 5000 1 5 0.01 0.05
0.729589804858622 0.733120255693168 all 0.9 0.2 0.5 0.2 5000 1 5 0.01 0.05
0.706884110261221 0.708793573375412 all 0 0.2 0.5 0.2 5000 1 10 0.01 0.05
0.74369875493471 0.746374622356495 all 0.2 0.2 0.5 0.2 5000 1 10 0.01 0.05
0.770974342830159 0.773844949099452 all 0.4 0.2 0.5 0.2 5000 1 10 0.01 0.05
0.792556634304207 0.79539600772698 all 0.6 0.2 0.5 0.2 5000 1 10 0.01 0.05
0.804269293924466 0.807221042313347 all 0.8 0.2 0.5 0.2 5000 1 10 0.01 0.05
0.838505512454063 0.841934831005869 all 0.9 0.2 0.5 0.2 5000 1 10 0.01 0.05
1 1 all 0 0.2 0.8 0.2 100 1 7 0.01 0.05
1 1 all 0.2 0.2 0.8 0.2 100 1 7 0.01 0.05
1 1 all 0.4 0.2 0.8 0.2 100 1 7 0.01 0.05
1 1 all 0.6 0.2 0.8 0.2 100 1 7 0.01 0.05
1 1 all 0.8 0.2 0.8 0.2 100 1 7 0.01 0.05
1 1 all 0.9 0.2 0.8 0.2 100 1 7 0.01 0.05
0.51685393258427 0.511363636363636 all 0 0.2 0.8 0.2 100 1 8 0.01 0.05
0.582278481012658 0.576923076923077 all 0.2 0.2 0.8 0.2 100 1 8 0.01 0.05
0.666666666666667 0.661764705882353 all 0.4 0.2 0.8 0.2 100 1 8 0.01 0.05
0.666666666666667 0.661764705882353 all 0.6 0.2 0.8 0.2 100 1 8 0.01 0.05
0.793103448275862 0.789473684210526 all 0.8 0.2 0.8 0.2 100 1 8 0.01 0.05
0.956521739130435 0.955555555555556 all 0.9 0.2 0.8 0.2 100 1 8 0.01 0.05
0.75 1 all 0 0.2 0.8 0.2 100 1 4 0.01 0.05
0.75 1 all 0.2 0.2 0.8 0.2 100 1 4 0.01 0.05
0.75 1 all 0.4 0.2 0.8 0.2 100 1 4 0.01 0.05
0.75 1 all 0.6 0.2 0.8 0.2 100 1 4 0.01 0.05
0.75 1 all 0.8 0.2 0.8 0.2 100 1 4 0.01 0.05
0.666666666666667 1 all 0.9 0.2 0.8 0.2 100 1 4 0.01 0.05
NaN NaN all 0 0.2 0.8 0.2 100 1 6 0.01 0.05
NaN NaN all 0.2 0.2 0.8 0.2 100 1 6 0.01 0.05
NaN NaN all 0.4 0.2 0.8 0.2 100 1 6 0.01 0.05
NaN NaN all 0.6 0.2 0.8 0.2 100 1 6 0.01 0.05
NaN NaN all 0.8 0.2 0.8 0.2 100 1 6 0.01 0.05
NaN NaN all 0.9 0.2 0.8 0.2 100 1 6 0.01 0.05
NaN NaN all 0 0.2 0.8 0.2 100 1 3 0.01 0.05
NaN NaN all 0.2 0.2 0.8 0.2 100 1 3 0.01 0.05
NaN NaN all 0.4 0.2 0.8 0.2 100 1 3 0.01 0.05
NaN NaN all 0.6 0.2 0.8 0.2 100 1 3 0.01 0.05
NaN NaN all 0.8 0.2 0.8 0.2 100 1 3 0.01 0.05
NaN NaN all 0.9 0.2 0.8 0.2 100 1 3 0.01 0.05
NaN NaN all 0 0.2 0.8 0.2 100 1 1 0.01 0.05
NaN NaN all 0.2 0.2 0.8 0.2 100 1 1 0.01 0.05
NaN NaN all 0.4 0.2 0.8 0.2 100 1 1 0.01 0.05
NaN NaN all 0.6 0.2 0.8 0.2 100 1 1 0.01 0.05
NaN NaN all 0.8 0.2 0.8 0.2 100 1 1 0.01 0.05
NaN NaN all 0.9 0.2 0.8 0.2 100 1 1 0.01 0.05
NaN NaN all 0 0.2 0.8 0.2 100 1 9 0.01 0.05
NaN NaN all 0.2 0.2 0.8 0.2 100 1 9 0.01 0.05
NaN NaN all 0.4 0.2 0.8 0.2 100 1 9 0.01 0.05
NaN NaN all 0.6 0.2 0.8 0.2 100 1 9 0.01 0.05
NaN NaN all 0.8 0.2 0.8 0.2 100 1 9 0.01 0.05
NaN NaN all 0.9 0.2 0.8 0.2 100 1 9 0.01 0.05
NaN NaN all 0 0.2 0.8 0.2 100 1 2 0.01 0.05
NaN NaN all 0.2 0.2 0.8 0.2 100 1 2 0.01 0.05
NaN NaN all 0.4 0.2 0.8 0.2 100 1 2 0.01 0.05
NaN NaN all 0.6 0.2 0.8 0.2 100 1 2 0.01 0.05
NaN NaN all 0.8 0.2 0.8 0.2 100 1 2 0.01 0.05
NaN NaN all 0.9 0.2 0.8 0.2 100 1 2 0.01 0.05
NaN NaN all 0 0.2 0.8 0.2 100 1 5 0.01 0.05
NaN NaN all 0.2 0.2 0.8 0.2 100 1 5 0.01 0.05
NaN NaN all 0.4 0.2 0.8 0.2 100 1 5 0.01 0.05
NaN NaN all 0.6 0.2 0.8 0.2 100 1 5 0.01 0.05
NaN NaN all 0.8 0.2 0.8 0.2 100 1 5 0.01 0.05
NaN NaN all 0.9 0.2 0.8 0.2 100 1 5 0.01 0.05
NaN NaN all 0 0.2 0.8 0.2 100 1 10 0.01 0.05
NaN NaN all 0.2 0.2 0.8 0.2 100 1 10 0.01 0.05
NaN NaN all 0.4 0.2 0.8 0.2 100 1 10 0.01 0.05
NaN NaN all 0.6 0.2 0.8 0.2 100 1 10 0.01 0.05
NaN NaN all 0.8 0.2 0.8 0.2 100 1 10 0.01 0.05
NaN NaN all 0.9 0.2 0.8 0.2 100 1 10 0.01 0.05
0.5 0.5 all 0 0.2 0.8 0.2 1000 1 7 0.01 0.05
0.5 0.519230769230769 all 0.2 0.2 0.8 0.2 1000 1 7 0.01 0.05
0.522388059701492 0.551020408163265 all 0.4 0.2 0.8 0.2 1000 1 7 0.01 0.05
0.593220338983051 0.642857142857143 all 0.6 0.2 0.8 0.2 1000 1 7 0.01 0.05
0.593220338983051 0.642857142857143 all 0.8 0.2 0.8 0.2 1000 1 7 0.01 0.05
0.542857142857143 0.62962962962963 all 0.9 0.2 0.8 0.2 1000 1 7 0.01 0.05
0.52 0.518518518518518 all 0 0.2 0.8 0.2 1000 1 8 0.01 0.05
0.557142857142857 0.565656565656566 all 0.2 0.2 0.8 0.2 1000 1 8 0.01 0.05
0.582089552238806 0.589473684210526 all 0.4 0.2 0.8 0.2 1000 1 8 0.01 0.05
0.639344262295082 0.636363636363636 all 0.6 0.2 0.8 0.2 1000 1 8 0.01 0.05
0.639344262295082 0.64367816091954 all 0.8 0.2 0.8 0.2 1000 1 8 0.01 0.05
0.769230769230769 0.821428571428571 all 0.9 0.2 0.8 0.2 1000 1 8 0.01 0.05
0.557077625570776 0.57847533632287 all 0 0.2 0.8 0.2 1000 1 4 0.01 0.05
0.583732057416268 0.605633802816901 all 0.2 0.2 0.8 0.2 1000 1 4 0.01 0.05
0.622448979591837 0.648241206030151 all 0.4 0.2 0.8 0.2 1000 1 4 0.01 0.05
0.677777777777778 0.704918032786885 all 0.6 0.2 0.8 0.2 1000 1 4 0.01 0.05
0.689265536723164 0.716666666666667 all 0.8 0.2 0.8 0.2 1000 1 4 0.01 0.05
0.852459016393443 0.891472868217054 all 0.9 0.2 0.8 0.2 1000 1 4 0.01 0.05
0.522875816993464 0.523809523809524 all 0 0.2 0.8 0.2 1000 1 3 0.01 0.05
0.526315789473684 0.527397260273973 all 0.2 0.2 0.8 0.2 1000 1 3 0.01 0.05
0.555555555555556 0.553956834532374 all 0.4 0.2 0.8 0.2 1000 1 3 0.01 0.05
0.610687022900763 0.611111111111111 all 0.6 0.2 0.8 0.2 1000 1 3 0.01 0.05
0.650406504065041 0.652542372881356 all 0.8 0.2 0.8 0.2 1000 1 3 0.01 0.05
0.7125 0.727272727272727 all 0.9 0.2 0.8 0.2 1000 1 3 0.01 0.05
0.515923566878981 0.515923566878981 all 0 0.2 0.8 0.2 1000 1 9 0.01 0.05
0.547297297297297 0.543624161073825 all 0.2 0.2 0.8 0.2 1000 1 9 0.01 0.05
0.578571428571429 0.578571428571429 all 0.4 0.2 0.8 0.2 1000 1 9 0.01 0.05
0.6 0.609022556390977 all 0.6 0.2 0.8 0.2 1000 1 9 0.01 0.05
0.623076923076923 0.6328125 all 0.8 0.2 0.8 0.2 1000 1 9 0.01 0.05
0.728395061728395 0.728395061728395 all 0.9 0.2 0.8 0.2 1000 1 9 0.01 0.05
0.527777777777778 0.533333333333333 all 0 0.2 0.8 0.2 1000 1 6 0.01 0.05
0.527777777777778 0.533333333333333 all 0.2 0.2 0.8 0.2 1000 1 6 0.01 0.05
0.527777777777778 0.533333333333333 all 0.4 0.2 0.8 0.2 1000 1 6 0.01 0.05
0.558823529411765 0.571428571428571 all 0.6 0.2 0.8 0.2 1000 1 6 0.01 0.05
0.633333333333333 0.615384615384615 all 0.8 0.2 0.8 0.2 1000 1 6 0.01 0.05
0.631578947368421 0.625 all 0.9 0.2 0.8 0.2 1000 1 6 0.01 0.05
0.508196721311475 0.505681818181818 all 0 0.2 0.8 0.2 1000 1 2 0.01 0.05
0.531428571428571 0.529761904761905 all 0.2 0.2 0.8 0.2 1000 1 2 0.01 0.05
0.547058823529412 0.54601226993865 all 0.4 0.2 0.8 0.2 1000 1 2 0.01 0.05
0.584905660377358 0.585526315789474 all 0.6 0.2 0.8 0.2 1000 1 2 0.01 0.05
0.603896103896104 0.601351351351351 all 0.8 0.2 0.8 0.2 1000 1 2 0.01 0.05
0.78494623655914 0.820224719101124 all 0.9 0.2 0.8 0.2 1000 1 2 0.01 0.05
0.560165975103734 0.565789473684211 all 0 0.2 0.8 0.2 1000 1 1 0.01 0.05
0.581896551724138 0.586363636363636 all 0.2 0.2 0.8 0.2 1000 1 1 0.01 0.05
0.58695652173913 0.589041095890411 all 0.4 0.2 0.8 0.2 1000 1 1 0.01 0.05
0.639810426540284 0.645 all 0.6 0.2 0.8 0.2 1000 1 1 0.01 0.05
0.703125 0.712707182320442 all 0.8 0.2 0.8 0.2 1000 1 1 0.01 0.05
0.807407407407407 0.837209302325581 all 0.9 0.2 0.8 0.2 1000 1 1 0.01 0.05
0.53125 0.52755905511811 all 0 0.2 0.8 0.2 1000 1 5 0.01 0.05
0.53968253968254 0.540322580645161 all 0.2 0.2 0.8 0.2 1000 1 5 0.01 0.05
0.552845528455285 0.553719008264463 all 0.4 0.2 0.8 0.2 1000 1 5 0.01 0.05
0.618181818181818 0.62037037037037 all 0.6 0.2 0.8 0.2 1000 1 5 0.01 0.05
0.666666666666667 0.67 all 0.8 0.2 0.8 0.2 1000 1 5 0.01 0.05
0.852941176470588 0.850746268656716 all 0.9 0.2 0.8 0.2 1000 1 5 0.01 0.05
0.5 NaN all 0 0.2 0.8 0.2 1000 1 10 0.01 0.05
0.5 NaN all 0.2 0.2 0.8 0.2 1000 1 10 0.01 0.05
0.5 NaN all 0.4 0.2 0.8 0.2 1000 1 10 0.01 0.05
0.5 NaN all 0.6 0.2 0.8 0.2 1000 1 10 0.01 0.05
0.5 NaN all 0.8 0.2 0.8 0.2 1000 1 10 0.01 0.05
0 NaN all 0.9 0.2 0.8 0.2 1000 1 10 0.01 0.05
0.552697391925688 0.557072430792567 all 0 0.2 0.8 0.2 5000 1 7 0.01 0.05
0.58114199849737 0.586661341853035 all 0.2 0.2 0.8 0.2 5000 1 7 0.01 0.05
0.600776699029126 0.608533554266777 all 0.4 0.2 0.8 0.2 5000 1 7 0.01 0.05
0.631944444444444 0.641484716157205 all 0.6 0.2 0.8 0.2 5000 1 7 0.01 0.05
0.647009619406106 0.658154121863799 all 0.8 0.2 0.8 0.2 5000 1 7 0.01 0.05
0.623141564318035 0.655547991831178 all 0.9 0.2 0.8 0.2 5000 1 7 0.01 0.05
0.61280487804878 0.621848739495798 all 0 0.2 0.8 0.2 5000 1 8 0.01 0.05
0.637083993660856 0.647020725388601 all 0.2 0.2 0.8 0.2 5000 1 8 0.01 0.05
0.660966787241039 0.674772036474164 all 0.4 0.2 0.8 0.2 5000 1 8 0.01 0.05
0.68788501026694 0.703521126760563 all 0.6 0.2 0.8 0.2 5000 1 8 0.01 0.05
0.7013258897418 0.717414721723519 all 0.8 0.2 0.8 0.2 5000 1 8 0.01 0.05
0.701492537313433 0.733233233233233 all 0.9 0.2 0.8 0.2 5000 1 8 0.01 0.05
0.708428860418072 0.713484646194927 all 0 0.2 0.8 0.2 5000 1 4 0.01 0.05
0.753874856486797 0.758767570637512 all 0.2 0.2 0.8 0.2 5000 1 4 0.01 0.05
0.778799110452187 0.784382797592837 all 0.4 0.2 0.8 0.2 5000 1 4 0.01 0.05
0.800884281140418 0.806885097387891 all 0.6 0.2 0.8 0.2 5000 1 4 0.01 0.05
0.811775614279091 0.817750573833206 all 0.8 0.2 0.8 0.2 5000 1 4 0.01 0.05
0.829811536264991 0.838697604790419 all 0.9 0.2 0.8 0.2 5000 1 4 0.01 0.05
0.783463790041439 0.784824312743094 all 0 0.2 0.8 0.2 5000 1 9 0.01 0.05
0.825147211638379 0.826793527328287 all 0.2 0.2 0.8 0.2 5000 1 9 0.01 0.05
0.849027015467959 0.850660950339407 all 0.4 0.2 0.8 0.2 5000 1 9 0.01 0.05
0.86531057028696 0.867268886136811 all 0.6 0.2 0.8 0.2 5000 1 9 0.01 0.05
0.87221734036321 0.874274803554381 all 0.8 0.2 0.8 0.2 5000 1 9 0.01 0.05
0.896146419276299 0.89895002099958 all 0.9 0.2 0.8 0.2 5000 1 9 0.01 0.05
0.811649659863946 0.812790251800094 all 0 0.2 0.8 0.2 5000 1 3 0.01 0.05
0.856092201444011 0.857624527962597 all 0.2 0.2 0.8 0.2 5000 1 3 0.01 0.05
0.875326699986244 0.877022802500919 all 0.4 0.2 0.8 0.2 5000 1 3 0.01 0.05
0.889686349443072 0.891406943600766 all 0.6 0.2 0.8 0.2 5000 1 3 0.01 0.05
0.897761474793078 0.899603885692728 all 0.8 0.2 0.8 0.2 5000 1 3 0.01 0.05
0.919643792561551 0.921685799654034 all 0.9 0.2 0.8 0.2 5000 1 3 0.01 0.05
0.642808912896691 0.649195402298851 all 0 0.2 0.8 0.2 5000 1 1 0.01 0.05
0.674220963172805 0.682290408311186 all 0.2 0.2 0.8 0.2 5000 1 1 0.01 0.05
0.700343305541932 0.708124373119358 all 0.4 0.2 0.8 0.2 5000 1 1 0.01 0.05
0.728943338437979 0.737529381039436 all 0.6 0.2 0.8 0.2 5000 1 1 0.01 0.05
0.74491392801252 0.754676643506146 all 0.8 0.2 0.8 0.2 5000 1 1 0.01 0.05
0.757352941176471 0.776203966005666 all 0.9 0.2 0.8 0.2 5000 1 1 0.01 0.05
0.812413387645404 0.813336701187168 all 0 0.2 0.8 0.2 5000 1 2 0.01 0.05
0.855676942810385 0.856800745044126 all 0.2 0.2 0.8 0.2 5000 1 2 0.01 0.05
0.878884244957296 0.879981780915509 all 0.4 0.2 0.8 0.2 5000 1 2 0.01 0.05
0.893167128347184 0.894237445035871 all 0.6 0.2 0.8 0.2 5000 1 2 0.01 0.05
0.90073563646522 0.901792382374907 all 0.8 0.2 0.8 0.2 5000 1 2 0.01 0.05
0.921637547813501 0.92287784679089 all 0.9 0.2 0.8 0.2 5000 1 2 0.01 0.05
0.5900439238653 0.598940597805524 all 0 0.2 0.8 0.2 5000 1 6 0.01 0.05
0.612694792854428 0.622738001573564 all 0.2 0.2 0.8 0.2 5000 1 6 0.01 0.05
0.637910565888405 0.649036490364904 all 0.4 0.2 0.8 0.2 5000 1 6 0.01 0.05
0.657690738474092 0.670762711864407 all 0.6 0.2 0.8 0.2 5000 1 6 0.01 0.05
0.669435215946844 0.682916307161346 all 0.8 0.2 0.8 0.2 5000 1 6 0.01 0.05
0.647642679900744 0.679722046746683 all 0.9 0.2 0.8 0.2 5000 1 6 0.01 0.05
0.577962577962578 0.578130638758571 all 0 0.2 0.8 0.2 5000 1 5 0.01 0.05
0.603036876355748 0.604072398190045 all 0.2 0.2 0.8 0.2 5000 1 5 0.01 0.05
0.620074349442379 0.623346303501946 all 0.4 0.2 0.8 0.2 5000 1 5 0.01 0.05
0.635670731707317 0.640031961646025 all 0.6 0.2 0.8 0.2 5000 1 5 0.01 0.05
0.649532710280374 0.655482815057283 all 0.8 0.2 0.8 0.2 5000 1 5 0.01 0.05
0.619904076738609 0.646067415730337 all 0.9 0.2 0.8 0.2 5000 1 5 0.01 0.05
0.712016175621028 0.71718203033839 all 0 0.2 0.8 0.2 5000 1 10 0.01 0.05
0.753246753246753 0.758796296296296 all 0.2 0.2 0.8 0.2 5000 1 10 0.01 0.05
0.775523045461696 0.781841310224201 all 0.4 0.2 0.8 0.2 5000 1 10 0.01 0.05
0.795161290322581 0.803037726604606 all 0.6 0.2 0.8 0.2 5000 1 10 0.01 0.05
0.806346090938829 0.815017404276479 all 0.8 0.2 0.8 0.2 5000 1 10 0.01 0.05
0.823326572008114 0.835875533862111 all 0.9 0.2 0.8 0.2 5000 1 10 0.01 0.05
NaN NaN all 0 0.2 0.2 0.5 100 1 7 0.01 0.05
NaN NaN all 0.2 0.2 0.2 0.5 100 1 7 0.01 0.05
NaN NaN all 0.4 0.2 0.2 0.5 100 1 7 0.01 0.05
NaN NaN all 0.6 0.2 0.2 0.5 100 1 7 0.01 0.05
NaN NaN all 0.8 0.2 0.2 0.5 100 1 7 0.01 0.05
NaN NaN all 0.9 0.2 0.2 0.5 100 1 7 0.01 0.05
NaN NaN all 0 0.2 0.2 0.5 100 1 8 0.01 0.05
NaN NaN all 0.2 0.2 0.2 0.5 100 1 8 0.01 0.05
NaN NaN all 0.4 0.2 0.2 0.5 100 1 8 0.01 0.05
NaN NaN all 0.6 0.2 0.2 0.5 100 1 8 0.01 0.05
NaN NaN all 0.8 0.2 0.2 0.5 100 1 8 0.01 0.05
NaN NaN all 0.9 0.2 0.2 0.5 100 1 8 0.01 0.05
NaN NaN all 0 0.2 0.2 0.5 100 1 4 0.01 0.05
NaN NaN all 0.2 0.2 0.2 0.5 100 1 4 0.01 0.05
NaN NaN all 0.4 0.2 0.2 0.5 100 1 4 0.01 0.05
NaN NaN all 0.6 0.2 0.2 0.5 100 1 4 0.01 0.05
NaN NaN all 0.8 0.2 0.2 0.5 100 1 4 0.01 0.05
NaN NaN all 0.9 0.2 0.2 0.5 100 1 4 0.01 0.05
0.516129032258065 0.516129032258065 all 0 0.2 0.2 0.5 100 1 9 0.01 0.05
0.516129032258065 0.516129032258065 all 0.2 0.2 0.2 0.5 100 1 9 0.01 0.05
0.516129032258065 0.516129032258065 all 0.4 0.2 0.2 0.5 100 1 9 0.01 0.05
0.571428571428571 0.571428571428571 all 0.6 0.2 0.2 0.5 100 1 9 0.01 0.05
0.571428571428571 0.571428571428571 all 0.8 0.2 0.2 0.5 100 1 9 0.01 0.05
0.875 0.875 all 0.9 0.2 0.2 0.5 100 1 9 0.01 0.05
1 NaN all 0 0.2 0.2 0.5 100 1 3 0.01 0.05
1 NaN all 0.2 0.2 0.2 0.5 100 1 3 0.01 0.05
1 NaN all 0.4 0.2 0.2 0.5 100 1 3 0.01 0.05
1 NaN all 0.6 0.2 0.2 0.5 100 1 3 0.01 0.05
1 NaN all 0.8 0.2 0.2 0.5 100 1 3 0.01 0.05
1 NaN all 0.9 0.2 0.2 0.5 100 1 3 0.01 0.05
NaN NaN all 0 0.2 0.2 0.5 100 1 1 0.01 0.05
NaN NaN all 0.2 0.2 0.2 0.5 100 1 1 0.01 0.05
NaN NaN all 0.4 0.2 0.2 0.5 100 1 1 0.01 0.05
NaN NaN all 0.6 0.2 0.2 0.5 100 1 1 0.01 0.05
NaN NaN all 0.8 0.2 0.2 0.5 100 1 1 0.01 0.05
NaN NaN all 0.9 0.2 0.2 0.5 100 1 1 0.01 0.05
NaN NaN all 0 0.2 0.2 0.5 100 1 2 0.01 0.05
NaN NaN all 0.2 0.2 0.2 0.5 100 1 2 0.01 0.05
NaN NaN all 0.4 0.2 0.2 0.5 100 1 2 0.01 0.05
NaN NaN all 0.6 0.2 0.2 0.5 100 1 2 0.01 0.05
NaN NaN all 0.8 0.2 0.2 0.5 100 1 2 0.01 0.05
NaN NaN all 0.9 0.2 0.2 0.5 100 1 2 0.01 0.05
1 NaN all 0 0.2 0.2 0.5 100 1 6 0.01 0.05
1 NaN all 0.2 0.2 0.2 0.5 100 1 6 0.01 0.05
1 NaN all 0.4 0.2 0.2 0.5 100 1 6 0.01 0.05
1 NaN all 0.6 0.2 0.2 0.5 100 1 6 0.01 0.05
1 NaN all 0.8 0.2 0.2 0.5 100 1 6 0.01 0.05
1 NaN all 0.9 0.2 0.2 0.5 100 1 6 0.01 0.05
NaN NaN all 0 0.2 0.2 0.5 100 1 5 0.01 0.05
NaN NaN all 0.2 0.2 0.2 0.5 100 1 5 0.01 0.05
NaN NaN all 0.4 0.2 0.2 0.5 100 1 5 0.01 0.05
NaN NaN all 0.6 0.2 0.2 0.5 100 1 5 0.01 0.05
NaN NaN all 0.8 0.2 0.2 0.5 100 1 5 0.01 0.05
NaN NaN all 0.9 0.2 0.2 0.5 100 1 5 0.01 0.05
0.65 0.65 all 0 0.2 0.2 0.5 100 1 10 0.01 0.05
0.722222222222222 0.722222222222222 all 0.2 0.2 0.2 0.5 100 1 10 0.01 0.05
0.764705882352941 0.764705882352941 all 0.4 0.2 0.2 0.5 100 1 10 0.01 0.05
0.928571428571429 0.928571428571429 all 0.6 0.2 0.2 0.5 100 1 10 0.01 0.05
0.928571428571429 0.928571428571429 all 0.8 0.2 0.2 0.5 100 1 10 0.01 0.05
0.923076923076923 0.923076923076923 all 0.9 0.2 0.2 0.5 100 1 10 0.01 0.05
0.581081081081081 0.581081081081081 all 0 0.2 0.2 0.5 1000 1 7 0.01 0.05
0.581081081081081 0.581081081081081 all 0.2 0.2 0.2 0.5 1000 1 7 0.01 0.05
0.589041095890411 0.589041095890411 all 0.4 0.2 0.2 0.5 1000 1 7 0.01 0.05
0.693548387096774 0.693548387096774 all 0.6 0.2 0.2 0.5 1000 1 7 0.01 0.05
0.767857142857143 0.767857142857143 all 0.8 0.2 0.2 0.5 1000 1 7 0.01 0.05
0.790697674418605 0.790697674418605 all 0.9 0.2 0.2 0.5 1000 1 7 0.01 0.05
0.52112676056338 0.52112676056338 all 0 0.2 0.2 0.5 1000 1 8 0.01 0.05
0.60655737704918 0.60655737704918 all 0.2 0.2 0.2 0.5 1000 1 8 0.01 0.05
0.660714285714286 0.660714285714286 all 0.4 0.2 0.2 0.5 1000 1 8 0.01 0.05
0.69811320754717 0.69811320754717 all 0.6 0.2 0.2 0.5 1000 1 8 0.01 0.05
0.711538461538462 0.711538461538462 all 0.8 0.2 0.2 0.5 1000 1 8 0.01 0.05
0.837837837837838 0.837837837837838 all 0.9 0.2 0.2 0.5 1000 1 8 0.01 0.05
0.522727272727273 0.523809523809524 all 0 0.2 0.2 0.5 1000 1 4 0.01 0.05
0.522727272727273 0.523809523809524 all 0.2 0.2 0.2 0.5 1000 1 4 0.01 0.05
0.522727272727273 0.523809523809524 all 0.4 0.2 0.2 0.5 1000 1 4 0.01 0.05
0.522727272727273 0.523809523809524 all 0.6 0.2 0.2 0.5 1000 1 4 0.01 0.05
0.547619047619048 0.55 all 0.8 0.2 0.2 0.5 1000 1 4 0.01 0.05
0.608695652173913 0.681818181818182 all 0.9 0.2 0.2 0.5 1000 1 4 0.01 0.05
0.533707865168539 0.533707865168539 all 0 0.2 0.2 0.5 1000 1 9 0.01 0.05
0.56547619047619 0.56547619047619 all 0.2 0.2 0.2 0.5 1000 1 9 0.01 0.05
0.608974358974359 0.608974358974359 all 0.4 0.2 0.2 0.5 1000 1 9 0.01 0.05
0.646258503401361 0.650684931506849 all 0.6 0.2 0.2 0.5 1000 1 9 0.01 0.05
0.673758865248227 0.678571428571429 all 0.8 0.2 0.2 0.5 1000 1 9 0.01 0.05
0.810526315789474 0.821052631578947 all 0.9 0.2 0.2 0.5 1000 1 9 0.01 0.05
0.554858934169279 0.555555555555556 all 0 0.2 0.2 0.5 1000 1 3 0.01 0.05
0.560126582278481 0.561056105610561 all 0.2 0.2 0.2 0.5 1000 1 3 0.01 0.05
0.584158415841584 0.580204778156997 all 0.4 0.2 0.2 0.5 1000 1 3 0.01 0.05
